/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA1 (1928-1955), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926358 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1928-09-01T00:00:00 * DATE/TIME END: 1955-12-31T00:00:00
Event(s):	BABADA1 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 7am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
	Sunshine duration [min] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: calculated from hours and minutes
	Sunshine duration, daily [h/day] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	56002 data points
*/
Date/Time	N [tenths] (at 7am)	N [tenths] (at 1pm)	N [tenths] (at 6pm)	N [tenths] (mean)	SSD [min] (calculated from hours and min...)	SSD [h/day]
1942-11-16	2	1	1	1.33	555	9.25
1942-11-17	1	7	6	4.67	480	8.00
1942-11-18	1	1	8	3.33	455	7.58
1942-11-19	3	2	4	3.00	500	8.33
1942-11-20	6	1	3	3.33	500	8.33
1942-11-21	1	0	0	0.33	560	9.33
1942-11-22	1	0	0	0.33	550	9.17
1942-11-23	0	1	1	0.67	555	9.25
1942-11-24	0	0	0	0.00	405	6.75
1942-11-25	0	0	0	0.00	540	9.00
1942-11-26	0	0	0	0.00	540	9.00
1942-11-27	8	8	10	8.67	100	1.67
1942-11-28	10	9	10	9.67	30	0.50
1942-11-29	8	3	4	5.00	445	7.42
1942-11-30	2	9	10	7.00	60	1.00
1942-12-01	10	5	2	5.67	330	5.50
1942-12-02	6	9	10	8.33	0	0.00
1942-12-03	10	10	8	9.33	30	0.50
1942-12-04	4	10	10	8.00	0	0.00
1942-12-05	6	7	8	7.00	150	2.50
1942-12-06	10	1	0	3.67	340	5.67
1942-12-07	0	0	0	0.00	525	8.75
1942-12-08	0	0	0	0.00	320	5.33
1942-12-09	0	4	6	3.33	445	7.42
1942-12-10	10	10	10	10.00	30	0.50
1942-12-11	9	8	1	6.00	280	4.67
1942-12-12	9	7	10	8.67	160	2.67
1942-12-13	8	10	10	9.33	0	0.00
1942-12-14	10	10	1	7.00	45	0.75
1942-12-15	10	7	2	6.33	220	3.67
1942-12-16	10	8	10	9.33	80	1.33
1942-12-17	4	7	8	6.33	165	2.75
1942-12-18	6	6	6	6.00	405	6.75
1942-12-19	8	10	10	9.33	0	0.00
1942-12-20	0	3	3	2.00	430	7.17
1942-12-21	10	3	5	6.00	330	5.50
1942-12-22	6	1	0	2.33	455	7.58
1942-12-23	10	1	0	3.67	365	6.08
1942-12-24	0	3	2	1.67	500	8.33
1942-12-25	2	9	1	4.00	370	6.17
1942-12-26	10	10	0	6.67	130	2.17
1942-12-27	10	4	1	5.00	330	5.50
1942-12-28	0	0	0	0.00	480	8.00
1942-12-29	2	1	6	3.00	395	6.58
1942-12-30	1	1	1	1.00	555	9.25
1942-12-31	0	3	8	3.67	390	6.50
1943-01-01	1	8	2	3.67	200	3.33
1943-01-02	10	2	8	6.67	360	6.00
1943-01-03	10	10	0	6.67	160	2.67
1943-01-04	10	10	10	10.00	0	0.00
1943-01-05	10	8	8	8.67	265	4.42
1943-01-06	10	9	9	9.33	120	2.00
1943-01-07	4	3	8	5.00	510	8.50
1943-01-08	10	9	4	7.67	205	3.42
1943-01-09	10	10	10	10.00	10	0.17
1943-01-10	10	8	10	9.33	90	1.50
1943-01-11	8	10	10	9.33	0	0.00
1943-01-12	3	9	6	6.00	95	1.58
1943-01-13	10	10	10	10.00	25	0.42
1943-01-14	10	3	1	4.67	430	7.17
1943-01-15	0	6	3	3.00	455	7.58
1943-01-16	10	10	8	9.33	0	0.00
1943-01-17	7	9	9	8.33	15	0.25
1943-01-18	6	10	10	8.67	15	0.25
1943-01-19	9	7	6	7.33	135	2.25
1943-01-20	10	10	10	10.00	0	0.00
1943-01-21	5	9	9	7.67	75	1.25
1943-01-22	10	5	10	8.33	240	4.00
1943-01-23	10	8	2	6.67	180	3.00
1943-01-24	0	10	1	3.67	120	2.00
1943-01-25	10	10	3	7.67	0	0.00
1943-01-26	10	1	1	4.00	465	7.75
1943-01-27	0	1	1	0.67	530	8.83
1943-01-28	10	5	9	8.00	180	3.00
1943-01-29	10	10	10	10.00	0	0.00
1943-01-30	10	4	3	5.67	385	6.42
1943-01-31	10	9	9	9.33	260	4.33
1943-02-01	10	10	10	10.00	0	0.00
1943-02-02	1	3	5	3.00	390	6.50
1943-02-03	5	10	4	6.33	240	4.00
1943-02-04	9	3	1	4.33	390	6.50
1943-02-05	0	0	0	0.00	580	9.67
1943-02-06	0	0	0	0.00	580	9.67
1943-02-07	10	1	2	4.33	495	8.25
1943-02-08	0	1	1	0.67	580	9.67
1943-02-09	3	5	6	4.67	480	8.00
1943-02-10	0	1	3	1.33	555	9.25
1943-02-11	0	0	0	0.00	580	9.67
1943-02-12	0	0	0	0.00	600	10.00
1943-02-13	0	0	0	0.00	590	9.83
1943-02-14	0	0	0	0.00	570	9.50
1943-02-15	0	0	1	0.33	590	9.83
1943-02-16	3	2	1	2.00	460	7.67
1943-02-17	0	1	9	3.33	375	6.25
1943-02-18	0	0	0	0.00	590	9.83
1943-02-19	6	9	10	8.33	15	0.25
1943-02-20	10	10	10	10.00	0	0.00
1943-02-21	9	7	9	8.33	290	4.83
1943-02-22	9	9	6	8.00	300	5.00
1943-02-23	9	10	5	8.00	210	3.50
1943-02-24	2	1	8	3.67	420	7.00
1943-02-25	1	1	1	1.00	360	6.00
1943-02-26	0	1	2	1.00	550	9.17
1943-02-27	0	3	4	2.33	520	8.67
1943-02-28	5	6	9	6.67	405	6.75
1943-03-01	0	3	5	2.67	520	8.67
1943-03-02	0	10	10	6.67	0	0.00
1943-03-03	10	10	10	10.00	40	0.67
1943-03-04	10	8	7	8.33	270	4.50
1943-03-05	10	3	1	4.67	500	8.33
1943-03-06	2	1	1	1.33	570	9.50
1943-03-07	1	1	2	1.33	550	9.17
1943-03-08	1	1	1	1.00	540	9.00
1943-03-09	0	0	1	0.33	560	9.33
1943-03-10	0	0	2	0.67	545	9.08
1943-03-11	0	1	2	1.00	570	9.50
1943-03-12	8	10	10	9.33	170	2.83
1943-03-13	6	9	9	8.00	205	3.42
1943-03-14	10	5	3	6.00	190	3.17
1943-03-15	10	9	7	8.67	450	7.50
1943-03-16	0	1	4	1.67	530	8.83
1943-03-17	2	9	9	6.67	300	5.00
1943-03-18	10	5	6	7.00	240	4.00
1943-03-19	0	10	6	5.33	345	5.75
1943-03-20	6	4	6	5.33	550	9.17
1943-03-21	3	10	9	7.33	225	3.75
1943-03-22	10	10	10	10.00	0	0.00
1943-03-23	10	10	10	10.00	0	0.00
1943-03-24	3	9	9	7.00	210	3.50
1943-03-25	8	6	10	8.00	210	3.50
1943-03-26	9	7	6	7.33	450	7.50
1943-03-27	0	2	1	1.00	610	10.17
1943-03-28	1	2	1	1.33	630	10.50
1943-03-29	5	10	5	6.67	490	8.17
1943-03-30	0	7	9	5.33	565	9.42
1943-03-31	0	1	1	0.67	650	10.83
1943-04-01	1	1	1	1.00	650	10.83
1943-04-02	4	6	2	4.00	620	10.33
1943-04-03	0	0	0	0.00	640	10.67
1943-04-04	0	1	4	1.67	620	10.33
1943-04-05	1	1	0	0.67	585	9.75
1943-04-06	1	1	1	1.00	620	10.33
1943-04-07	1	5	10	5.33	610	10.17
1943-04-08	10	10	4	8.00	610	10.17
1943-04-09	2	1	1	1.33	650	10.83
1943-04-10	1	1	1	1.00	640	10.67
1943-04-11	0	0	0	0.00	630	10.50
1943-04-12	1	1	2	1.33	620	10.33
1943-04-13	10	10	9	9.67	30	0.50
1943-04-14	9	9	10	9.33	260	4.33
1943-04-15	10	10	10	10.00	0	0.00
1943-04-16	10	8	9	9.00	180	3.00
1943-04-17	9	9	5	7.67	165	2.75
1943-04-18	9	9	1	6.33	450	7.50
1943-04-19	3	9	8	6.67	375	6.25
1943-04-20	10	10	9	9.67	0	0.00
1943-04-21	8	7	8	7.67	225	3.75
1943-04-22	4	5	9	6.00	480	8.00
1943-04-23	9	9	8	8.67	375	6.25
1943-04-24	9	7	1	5.67	420	7.00
1943-04-25	1	2	1	1.33	700	11.67
1943-04-26	1	1	8	3.33	680	11.33
1943-04-27	4	9	10	7.67	140	2.33
1943-04-28	1	1	2	1.33	730	12.17
1943-04-29	4	5	9	6.00	300	5.00
1943-04-30	10	10	10	10.00	45	0.75
1943-05-01	9	10	10	9.67	40	0.67
1943-05-02	9	5	1	5.00	540	9.00
1943-05-03	1	1	1	1.00	795	13.25
1943-05-04	2	7	8	5.67	600	10.00
1943-05-05	10	5	8	7.67	360	6.00
1943-05-06	10	8	4	7.33	465	7.75
1943-05-07	1	1	2	1.33	770	12.83
1943-05-08	1	10	9	6.67	240	4.00
1943-05-09	10	5	1	5.33	625	10.42
1943-05-10	0	4	4	2.67	735	12.25
1943-05-11	0	1	1	0.67	800	13.33
1943-05-12	0	0	1	0.33	820	13.67
1943-05-13	0	0	0	0.00	810	13.50
1943-05-14	0	0	1	0.33	810	13.50
1943-05-15	0	0	0	0.00	810	13.50
1943-05-16	0	0	0	0.00	805	13.42
1943-05-17	1	1	1	1.00	810	13.50
1943-05-18	2	1	1	1.33	765	12.75
1943-05-19	1	0	1	0.67	780	13.00
1943-05-20	1	3	10	4.67	700	11.67
1943-05-21	7	8	1	5.33	585	9.75
1943-05-22	3	2	1	2.00	810	13.50
1943-05-23	9	7	1	5.67	580	9.67
1943-05-24	10	3	10	7.67	690	11.50
1943-05-25	1	0	0	0.33	840	14.00
1943-05-26	0	0	0	0.00	850	14.17
1943-05-27	0	0	1	0.33	830	13.83
1943-05-28	0	1	1	0.67	795	13.25
1943-05-29	0	1	3	1.33	765	12.75
1943-05-30	1	5	1	2.33	660	11.00
1943-05-31	1	3	2	2.00	820	13.67
1943-06-01	5	4	1	3.33	815	13.58
1943-06-02	1	1	1	1.00	810	13.50
1943-06-03	1	1	1	1.00	830	13.83
1943-06-04	0	0	1	0.33	850	14.17
1943-06-05	3	5	5	4.33	820	13.67
1943-06-06	1	1	4	2.00	780	13.00
1943-06-07	0	1	1	0.67	825	13.75
1943-06-08	1	2	2	1.67	680	11.33
1943-06-09	7	1	6	4.67	550	9.17
1943-06-10	9	2	4	5.00	720	12.00
1943-06-11	6	7	5	6.00	705	11.75
1943-06-12	1	1	1	1.00	840	14.00
1943-06-13	0	1	1	0.67	840	14.00
1943-06-14	1	5	0	2.00	760	12.67
1943-06-15	1	0	0	0.33	840	14.00
1943-06-16	1	4	3	2.67	825	13.75
1943-06-17	1	1	0	0.67	850	14.17
1943-06-18	0	0	1	0.33	840	14.00
1943-06-19	3	1	2	2.00	690	11.50
1943-06-20	1	10	7	6.00	575	9.58
1943-06-21	4	1	1	2.00	750	12.50
1943-06-22	0	0	0	0.00	840	14.00
1943-06-23	0	0	1	0.33	840	14.00
1943-06-24	0	1	0	0.33	840	14.00
1943-06-25	0	1	1	0.67	830	13.83
1943-06-26	0	0	1	0.33	830	13.83
1943-06-27	0	0	0	0.00	830	13.83
1943-06-28	0	0	1	0.33	815	13.58
1943-06-29	0	0	1	0.33	810	13.50
1943-06-30	2	3	1	2.00	815	13.58
1943-07-01	1	6	9	5.33	530	8.83
1943-07-02	9	9	10	9.33	0	0.00
1943-07-03	4	6	3	4.33	610	10.17
1943-07-04	10	9	6	8.33	405	6.75
1943-07-05	2	6	3	3.67	750	12.50
1943-07-06	1	2	1	1.33	815	13.58
1943-07-07	0	0	0	0.00	810	13.50
1943-07-08	0	1	0	0.33	820	13.67
1943-07-09	1	0	0	0.33	850	14.17
1943-07-10	0	0	0	0.00	825	13.75
1943-07-11	1	3	7	3.67	445	7.42
1943-07-12	0	0	0	0.00	810	13.50
1943-07-13	0	0	0	0.00	830	13.83
1943-07-14	0	0	0	0.00	830	13.83
1943-07-15	0	0	0	0.00	850	14.17
1943-07-16	1	1	0	0.67	825	13.75
1943-07-17	1	1	1	1.00	830	13.83
1943-07-18	2	8	8	6.00	480	8.00
1943-07-19	9	10	8	9.00	325	5.42
1943-07-20	3	9	6	6.00	270	4.50
1943-07-21	2	1	1	1.33	815	13.58
1943-07-22	0	1	1	0.67	810	13.50
1943-07-23	0	0	0	0.00	805	13.42
1943-07-24	10	1	1	4.00	680	11.33
1943-07-25	10	2	3	5.00	555	9.25
1943-07-26	0	1	3	1.33	770	12.83
1943-07-27	0	2	1	1.00	770	12.83
1943-07-28	0	1	1	0.67	795	13.25
1943-07-29	0	1	4	1.67	765	12.75
1943-07-30	0	1	1	0.67	780	13.00
1943-07-31	0	1	1	0.67	765	12.75
1943-08-01	0	1	1	0.67	800	13.33
1943-08-02	1	7	5	4.33	540	9.00
1943-08-03	2	1	1	1.33	780	13.00
1943-08-04	0	1	1	0.67	800	13.33
1943-08-05	1	0	3	1.33	810	13.50
1943-08-06	3	1	1	1.67	800	13.33
1943-08-07	1	1	0	0.67	800	13.33
1943-08-08	0	0	0	0.00	790	13.17
1943-08-09	0	0	0	0.00	780	13.00
1943-08-10	0	0	0	0.00	765	12.75
1943-08-11	0	0	0	0.00	750	12.50
1943-08-12	0	0	0	0.00	745	12.42
1943-08-13	0	0	0	0.00	750	12.50
1943-08-14	0	0	0	0.00	765	12.75
1943-08-15	0	1	2	1.00	730	12.17
1943-08-16	1	0	1	0.67	720	12.00
1943-08-17	0	0	1	0.33	740	12.33
1943-08-18	0	0	0	0.00	720	12.00
1943-08-19	0	1	7	2.67	635	10.58
1943-08-20	10	9	10	9.67	90	1.50
1943-08-21	10	9	10	9.67	30	0.50
1943-08-22	9	1	1	3.67	645	10.75
1943-08-23	1	3	1	1.67	745	12.42
1943-08-24	0	1	0	0.33	740	12.33
1943-08-25	3	6	0	3.00	735	12.25
1943-08-26	0	1	1	0.67	725	12.08
1943-08-27	5	1	9	5.00	645	10.75
1943-08-28	4	0	0	1.33	710	11.83
1943-08-29	0	0	0	0.00	720	12.00
1943-08-30	0	0	0	0.00	720	12.00
1943-08-31	0	0	0	0.00	690	11.50
1943-09-01	2	4	1	2.33	670	11.17
1943-09-02	1	3	0	1.33	720	12.00
1943-09-03	0	1	1	0.67	715	11.92
1943-09-04	0	0	0	0.00	710	11.83
1943-09-05	0	0	0	0.00	710	11.83
1943-09-06	0	0	1	0.33	705	11.75
1943-09-07	7	4	9	6.67	570	9.50
1943-09-08	10	10	10	10.00	140	2.33
1943-09-09	3	5	4	4.00	565	9.42
1943-09-10	1	10	8	6.33	340	5.67
1943-09-11	9	10	10	9.67	210	3.50
1943-09-12	10	10	10	10.00	185	3.08
1943-09-13	5	9	9	7.67	260	4.33
1943-09-14	10	6	1	5.67	405	6.75
1943-09-15	2	3	2	2.33	585	9.75
1943-09-16	1	2	1	1.33	650	10.83
1943-09-17	0	1	0	0.33	690	11.50
1943-09-18	10	2	8	6.67	310	5.17
1943-09-19	5	8	7	6.67	320	5.33
1943-09-20	3	2	5	3.33	570	9.50
1943-09-21	5	9	10	8.00	140	2.33
1943-09-22	10	10	7	9.00	110	1.83
1943-09-23	2	10	7	6.33	370	6.17
1943-09-24	10	8	7	8.33	225	3.75
1943-09-25	3	7	8	6.00	505	8.42
1943-09-26	8	4	1	4.33	440	7.33
1943-09-27	1	4	8	4.33	570	9.50
1943-09-28	1	1	1	1.00	660	11.00
1943-09-29	4	3	1	2.67	510	8.50
1943-09-30	0	0	0	0.00	660	11.00
1943-10-01	1	1	1	1.00	645	10.75
1943-10-02	0	0	0	0.00	630	10.50
1943-10-03	9	10	6	8.33	60	1.00
1943-10-04	3	9	9	7.00	275	4.58
1943-10-05	8	4	4	5.33	320	5.33
1943-10-06	10	1	1	4.00	540	9.00
1943-10-07	10	3	9	7.33	450	7.50
1943-10-08	4	8	1	4.33	370	6.17
1943-10-09	0	1	2	1.00	630	10.50
1943-10-10	1	1	2	1.33	600	10.00
1943-10-11	0	1	1	0.67	630	10.50
1943-10-12	1	1	4	2.00	560	9.33
1943-10-13	1	1	1	1.00	570	9.50
1943-10-14	0	1	9	3.33	420	7.00
1943-10-15	10	2	9	7.00	405	6.75
1943-10-16	9	9	9	9.00	50	0.83
1943-10-17	9	7	7	7.67	330	5.50
1943-10-18	10	10	10	10.00	30	0.50
1943-10-19	9	9	1	6.33	120	2.00
1943-10-20	8	9	1	6.00	360	6.00
1943-10-21	10	9	8	9.00	270	4.50
1943-10-22	8	10	10	9.33	10	0.17
1943-10-23	10	9	8	9.00	155	2.58
1943-10-24	0	4	1	1.67	500	8.33
1943-10-25	10	4	3	5.67	345	5.75
1943-10-26	10	3	1	4.67	390	6.50
1943-10-27	1	4	1	2.00	580	9.67
1943-10-28	3	7	1	3.67	590	9.83
1943-10-29	6	10	9	8.33	310	5.17
1943-10-30	8	10	9	9.00	60	1.00
1943-10-31	10	10	6	8.67	35	0.58
1943-11-01	10	6	3	6.33	370	6.17
1943-11-02	3	1	4	2.67	540	9.00
1943-11-03	2	1	3	2.00	480	8.00
1943-11-04	0	1	1	0.67	600	10.00
1943-11-05	1	1	0	0.67	590	9.83
1943-11-06	0	0	1	0.33	570	9.50
1943-11-07	0	3	1	1.33	570	9.50
1943-11-08	1	2	1	1.33	570	9.50
1943-11-09	10	1	0	3.67	560	9.33
1943-11-10	0	1	1	0.67	590	9.83
1943-11-11	3	3	4	3.33	530	8.83
1943-11-12	3	1	0	1.33	580	9.67
1943-11-13	1	1	1	1.00	570	9.50
1943-11-14	1	3	1	1.67	520	8.67
1943-11-15	0	7	10	5.67	345	5.75
1943-11-16	0	1	1	0.67	565	9.42
1943-11-17	0	1	4	1.67	540	9.00
1943-11-18	7	5	4	5.33	505	8.42
1943-11-19	0	1	1	0.67	540	9.00
1943-11-20	1	1	7	3.00	480	8.00
1943-11-21	8	8	1	5.67	450	7.50
1943-11-22	2	1	1	1.33	540	9.00
1943-11-23	0	0	0	0.00	540	9.00
1943-11-24	10	10	10	10.00	10	0.17
1943-11-25	10	10	10	10.00	120	2.00
1943-11-26	6	6	9	7.00	70	1.17
1943-11-27	4	9	9	7.33	345	5.75
1943-11-28	10	2	1	4.33	450	7.50
1943-11-29	3	7	9	6.33	140	2.33
1943-11-30	7	6	2	5.00	330	5.50
1943-12-01	1	0	0	0.33	555	9.25
1943-12-02	2	1	5	2.67	480	8.00
1943-12-03	10	9	9	9.33	120	2.00
1943-12-04	9	9	9	9.00	130	2.17
1943-12-05	9	7	5	7.00	225	3.75
1943-12-06	9	10	5	8.00	105	1.75
1943-12-07	9	8	5	7.33	280	4.67
1943-12-08	10	2	4	5.33	520	8.67
1943-12-09	0	1	6	2.33	520	8.67
1943-12-10	10	10	10	10.00	0	0.00
1943-12-11	10	10	10	10.00	0	0.00
1943-12-12	10	10	7	9.00	0	0.00
1943-12-13	0	1	1	0.67	550	9.17
1943-12-14	1	10	4	5.00	30	0.50
1943-12-15	8	3	4	5.00	480	8.00
1943-12-16	3	1	4	2.67	435	7.25
1943-12-17	9	10	10	9.67	120	2.00
1943-12-18	10	10	9	9.67	0	0.00
1943-12-19	10	10	10	10.00	0	0.00
1943-12-20	10	10	10	10.00	0	0.00
1943-12-21	10	10	10	10.00	0	0.00
1943-12-22	10	10	3	7.67	15	0.25
1943-12-23	4	2	3	3.00	165	2.75
1943-12-24	1	1	5	2.33	540	9.00
1943-12-25	1	1	0	0.67	540	9.00
1943-12-26	0	1	1	0.67	540	9.00
1943-12-27	3	10	10	7.67	120	2.00
1943-12-28	3	10	3	5.33	230	3.83
1943-12-29	3	1	1	1.67	530	8.83
1943-12-30	0	0	0	0.00	520	8.67
1943-12-31	0	0	0	0.00	540	9.00
1944-01-01	0	1	0	0.33	530	8.83
1944-01-02	0	0	0	0.00	540	9.00
1944-01-03	0	0	0	0.00	465	7.75
1944-01-04	3	3	1	2.33	430	7.17
1944-01-05	0	1	0	0.33	330	5.50
1944-01-06	0	0	0	0.00	520	8.67
1944-01-07	4	8	10	7.33	260	4.33
1944-01-08	10	10	7	9.00	0	0.00
1944-01-09	8	9	10	9.00	5	0.08
1944-01-10	10	10	10	10.00	30	0.50
1944-01-11	10	1	1	4.00	345	5.75
1944-01-12	10	9	3	7.33	235	3.92
1944-01-13	10	1	4	5.00	400	6.67
1944-01-14	0	0	1	0.33	465	7.75
1944-01-15	0	1	1	0.67	480	8.00
1944-01-16	0	0	1	0.33	430	7.17
1944-01-17	0	0	0	0.00	530	8.83
1944-01-18	0	8	8	5.33	440	7.33
1944-01-19	0	0	0	0.00	510	8.50
1944-01-20	0	7	1	2.67	465	7.75
1944-01-21	2	10	6	6.00	360	6.00
1944-01-22	0	0	1	0.33	480	8.00
1944-01-23	0	6	1	2.33	320	5.33
1944-01-24	0	10	10	6.67	0	0.00
1944-01-25	10	5	1	5.33	350	5.83
1944-01-26	0	1	0	0.33	570	9.50
1944-01-27	0	0	0	0.00	570	9.50
1944-01-28	0	0	0	0.00	570	9.50
1944-01-29	0	0	1	0.33	580	9.67
1944-01-30	0	7	1	2.67	530	8.83
1944-01-31	1	1	4	2.00	565	9.42
1944-02-01	0	1	2	1.00	580	9.67
1944-02-02	0	1	1	0.67	580	9.67
1944-02-03	0	0	0	0.00	570	9.50
1944-02-04	0	1	4	1.67	590	9.83
1944-02-05	4	1	1	2.00	580	9.67
1944-02-06	1	1	2	1.33	590	9.83
1944-02-07	0	0	0	0.00	590	9.83
1944-02-08	4	6	3	4.33	590	9.83
1944-02-09	0	0	0	0.00	600	10.00
1944-02-10	0	1	0	0.33	600	10.00
1944-02-11	0	1	0	0.33	610	10.17
1944-02-12	0	0	1	0.33	600	10.00
1944-02-13	0	1	1	0.67	600	10.00
1944-02-14	1	1	1	1.00	610	10.17
1944-02-15	0	1	1	0.67	580	9.67
1944-02-16	0	0	1	0.33	610	10.17
1944-02-17	1	1	1	1.00	610	10.17
1944-02-18	0	1	4	1.67	600	10.00
1944-02-19	0	1	2	1.00	590	9.83
1944-02-20	1	1	1	1.00	590	9.83
1944-02-21	0	0	1	0.33	600	10.00
1944-02-22	10	9	6	8.33	20	0.33
1944-02-23	10	3	2	5.00	340	5.67
1944-02-24	7	1	3	3.67	500	8.33
1944-02-25	3	9	9	7.00	240	4.00
1944-02-26	9	10	9	9.33	10	0.17
1944-02-27	10	10	10	10.00	0	0.00
1944-02-28	10	9	9	9.33	330	5.50
1944-02-29	1	1	1	1.00	530	8.83
1944-03-01	1	9	8	6.00	260	4.33
1944-03-02	0	10	10	6.67	260	4.33
1944-03-03	10	10	9	9.67	60	1.00
1944-03-04	10	9	7	8.67	310	5.17
1944-03-05	1	2	9	4.00	360	6.00
1944-03-06	10	1	0	3.67	530	8.83
1944-03-07	0	0	0	0.00	660	11.00
1944-03-08	0	0	0	0.00	650	10.83
1944-03-09	1	1	3	1.67	600	10.00
1944-03-10	3	2	1	2.00	470	7.83
1944-03-11	0	1	4	1.67	650	10.83
1944-03-12	2	0	0	0.67	660	11.00
1944-03-13	1	1	0	0.67	650	10.83
1944-03-14	0	1	1	0.67	650	10.83
1944-03-15	10	4	0	4.67	350	5.83
1944-03-16	1	1	4	2.00	660	11.00
1944-03-17	0	1	0	0.33	520	8.67
1944-03-18	0	1	1	0.67	680	11.33
1944-03-19	0	1	0	0.33	680	11.33
1944-03-20	5	6	7	6.00	630	10.50
1944-03-21	7	10	9	8.67	540	9.00
1944-03-22	4	4	3	3.67	640	10.67
1944-03-23	3	3	1	2.33	660	11.00
1944-03-24	0	1	3	1.33	630	10.50
1944-03-25	0	1	1	0.67	690	11.50
1944-03-26	0	1	2	1.00	670	11.17
1944-03-27	6	8	9	7.67	450	7.50
1944-03-28	7	2	3	4.00	690	11.50
1944-03-29	9	2	8	6.33	320	5.33
1944-03-30	5	7	10	7.33	410	6.83
1944-03-31	6	10	7	7.67	180	3.00
1944-04-01	0	3	5	2.67	620	10.33
1944-04-02	10	9	8	9.00	280	4.67
1944-04-03	9	10	10	9.67	330	5.50
1944-04-04	6	9	10	8.33	130	2.17
1944-04-05	10	9	3	7.33	430	7.17
1944-04-06	10	10	9	9.67	0	0.00
1944-04-07	2	10	10	7.33	210	3.50
1944-04-08	9	5	9	7.67	300	5.00
1944-04-09	9	10	7	8.67	170	2.83
1944-04-10	8	7	6	7.00	410	6.83
1944-04-11	0	3	3	2.00	600	10.00
1944-04-12	9	9	2	6.67	420	7.00
1944-04-13	5	3	9	5.67	500	8.33
1944-04-14	9	10	10	9.67	0	0.00
1944-04-15	9	10	4	7.67	390	6.50
1944-04-16	8	8	3	6.33	400	6.67
1944-04-17	8	6	3	5.67	720	12.00
1944-04-18	0	3	1	1.33	730	12.17
1944-04-19	0	4	5	3.00	760	12.67
1944-04-20	7	1	2	3.33	660	11.00
1944-04-21	3	0	0	1.00	780	13.00
1944-04-22	0	1	0	0.33	780	13.00
1944-04-23	0	0	0	0.00	780	13.00
1944-04-24	0	0	0	0.00	780	13.00
1944-04-25	0	1	4	1.67	770	12.83
1944-04-26	2	1	2	1.67	780	13.00
1944-04-27	1	3	9	4.33	780	13.00
1944-04-28	0	0	0	0.00	790	13.17
1944-04-29	1	0	0	0.33	790	13.17
1944-04-30	0	0	0	0.00	780	13.00
1944-05-01	0	1	1	0.67	790	13.17
1944-05-02	0	0	3	1.00	690	11.50
1944-05-03	10	10	9	9.67	300	5.00
1944-05-04	10	10	10	10.00	640	10.67
1944-05-05	9	3	4	5.33	720	12.00
1944-05-06	9	10	10	9.67	10	0.17
1944-05-07	10	7	3	6.67	410	6.83
1944-05-08	6	8	4	6.00	510	8.50
1944-05-09	0	4	6	3.33	770	12.83
1944-05-10	7	9	7	7.67	630	10.50
1944-05-11	10	10	7	9.00	330	5.50
1944-05-12	2	9	7	6.00	680	11.33
1944-05-13	4	2	2	2.67	720	12.00
1944-05-14	1	1	3	1.67	780	13.00
1944-05-15	0	1	0	0.33	800	13.33
1944-05-16	10	1	1	4.00	640	10.67
1944-05-17	0	0	0	0.00	810	13.50
1944-05-18	4	4	5	4.33	730	12.17
1944-05-19	10	10	5	8.33	170	2.83
1944-05-20	1	8	8	5.67	520	8.67
1944-05-21	1	5	6	4.00	690	11.50
